Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:08:17.119000,BOT,77,0 days 00:01:23.702000,15.0,1.0,,,0 days 00:00:27.901000,0 days 00:00:28.112000,0 days 00:00:27.689000,0 days 01:07:21.401000,0 days 01:07:49.513000,0 days 01:08:17.202000,,310.0,312.0,,False,MEDIUM,15.0,True,Mercedes,0 days 01:06:53.417000,2021-09-11 14:55:44.518,1,1.0,False,,False,True
0 days 01:09:40.958000,BOT,77,0 days 00:01:23.839000,16.0,1.0,,,0 days 00:00:27.907000,0 days 00:00:28.172000,0 days 00:00:27.760000,0 days 01:08:45.109000,0 days 01:09:13.281000,0 days 01:09:41.041000,,311.0,311.0,315.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:08:17.119000,2021-09-11 14:57:08.220,1,1.0,False,,False,True
0 days 01:11:05.008000,BOT,77,0 days 00:01:24.050000,17.0,1.0,,,0 days 00:00:28.072000,0 days 00:00:28.239000,0 days 00:00:27.739000,0 days 01:10:09.113000,0 days 01:10:37.352000,0 days 01:11:05.091000,307.0,310.0,311.0,316.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:09:40.958000,2021-09-11 14:58:32.059,1,1.0,False,,False,True
0 days 01:12:28.761000,BOT,77,0 days 00:01:23.753000,18.0,1.0,,,0 days 00:00:27.829000,0 days 00:00:28.152000,0 days 00:00:27.772000,0 days 01:11:32.920000,0 days 01:12:01.072000,0 days 01:12:28.844000,311.0,311.0,312.0,330.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:11:05.008000,2021-09-11 14:59:56.109,1,1.0,False,,False,True
0 days 00:46:28.494000,VER,33,,1.0,1.0,,,,0 days 00:00:41.982000,0 days 00:00:42.055000,,0 days 00:45:46.515000,0 days 00:46:28.624000,321.0,256.0,262.0,289.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:44:34.562000,2021-09-11 14:33:25.663,124,3.0,False,,False,False
0 days 00:49:03.027000,VER,33,,2.0,1.0,,,0 days 00:00:50.963000,0 days 00:00:53.962000,0 days 00:00:49.657000,0 days 00:47:19.527000,0 days 00:48:13.446000,0 days 00:49:03.227000,95.0,192.0,203.0,212.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 00:46:28.494000,2021-09-11 14:35:19.595,4,2.0,False,,False,False
0 days 00:51:33.743000,VER,33,,3.0,1.0,,,0 days 00:00:48.048000,0 days 00:00:49.946000,0 days 00:00:52.771000,0 days 00:49:51.164000,0 days 00:50:41.076000,0 days 00:51:33.977000,177.0,166.0,314.0,136.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:49:03.027000,2021-09-11 14:37:54.128,41,2.0,False,,False,False
0 days 00:52:58.167000,VER,33,0 days 00:01:24.424000,4.0,1.0,,,0 days 00:00:27.808000,0 days 00:00:28.654000,0 days 00:00:27.962000,0 days 00:52:01.627000,0 days 00:52:30.281000,0 days 00:52:58.243000,324.0,317.0,314.0,330.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:51:33.743000,2021-09-11 14:40:24.844,1,2.0,False,,False,True
0 days 00:54:22.085000,VER,33,0 days 00:01:23.918000,5.0,1.0,,,0 days 00:00:27.769000,0 days 00:00:28.365000,0 days 00:00:27.784000,0 days 00:53:26.012000,0 days 00:53:54.377000,0 days 00:54:22.161000,315.0,318.0,314.0,316.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 00:52:58.167000,2021-09-11 14:41:49.268,1,2.0,False,,False,True
0 days 00:55:45.868000,VER,33,0 days 00:01:23.783000,6.0,1.0,,,0 days 00:00:27.782000,0 days 00:00:28.232000,0 days 00:00:27.769000,0 days 00:54:49.943000,0 days 00:55:18.175000,0 days 00:55:45.944000,,318.0,315.0,317.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:54:22.085000,2021-09-11 14:43:13.186,1,2.0,False,,False,True
0 days 00:57:09.717000,VER,33,0 days 00:01:23.849000,7.0,1.0,,,0 days 00:00:27.796000,0 days 00:00:28.383000,0 days 00:00:27.670000,0 days 00:56:13.740000,0 days 00:56:42.123000,0 days 00:57:09.793000,,318.0,315.0,319.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:55:45.868000,2021-09-11 14:44:36.969,1,2.0,False,,False,True
0 days 00:58:33.402000,VER,33,0 days 00:01:23.685000,8.0,1.0,,,0 days 00:00:27.798000,0 days 00:00:28.276000,0 days 00:00:27.611000,0 days 00:57:37.591000,0 days 00:58:05.867000,0 days 00:58:33.478000,316.0,317.0,314.0,318.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 00:57:09.717000,2021-09-11 14:46:00.818,1,2.0,False,,False,True
0 days 00:59:56.904000,VER,33,0 days 00:01:23.502000,9.0,1.0,,,0 days 00:00:27.664000,0 days 00:00:28.244000,0 days 00:00:27.594000,0 days 00:59:01.142000,0 days 00:59:29.386000,0 days 00:59:56.980000,315.0,318.0,313.0,321.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 00:58:33.402000,2021-09-11 14:47:24.503,1,2.0,False,,False,True
0 days 01:01:20.526000,VER,33,0 days 00:01:23.622000,10.0,1.0,,,0 days 00:00:27.766000,0 days 00:00:28.210000,0 days 00:00:27.646000,0 days 01:00:24.746000,0 days 01:00:52.956000,0 days 01:01:20.602000,312.0,318.0,314.0,320.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:59:56.904000,2021-09-11 14:48:48.005,1,2.0,False,,False,True
0 days 01:02:44.192000,VER,33,0 days 00:01:23.666000,11.0,1.0,,,0 days 00:00:27.678000,0 days 00:00:28.278000,0 days 00:00:27.710000,0 days 01:01:48.280000,0 days 01:02:16.558000,0 days 01:02:44.268000,314.0,318.0,313.0,321.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:01:20.526000,2021-09-11 14:50:11.627,1,2.0,False,,False,True
0 days 01:04:08.054000,VER,33,0 days 00:01:23.862000,12.0,1.0,,,0 days 00:00:27.786000,0 days 00:00:28.337000,0 days 00:00:27.739000,0 days 01:03:12.054000,0 days 01:03:40.391000,0 days 01:04:08.130000,,320.0,314.0,,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:02:44.192000,2021-09-11 14:51:35.293,1,2.0,False,,False,True
0 days 01:05:31.637000,VER,33,0 days 00:01:23.583000,13.0,1.0,,,0 days 00:00:27.715000,0 days 00:00:28.252000,0 days 00:00:27.616000,0 days 01:04:35.845000,0 days 01:05:04.097000,0 days 01:05:31.713000,316.0,322.0,314.0,322.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:04:08.054000,2021-09-11 14:52:59.155,1,2.0,False,,False,True
0 days 01:06:55.547000,VER,33,0 days 00:01:23.910000,14.0,1.0,,,0 days 00:00:27.833000,0 days 00:00:28.369000,0 days 00:00:27.708000,0 days 01:05:59.546000,0 days 01:06:27.915000,0 days 01:06:55.623000,313.0,318.0,314.0,,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:05:31.637000,2021-09-11 14:54:22.738,1,2.0,False,,False,True
0 days 01:08:19.235000,VER,33,0 days 00:01:23.688000,15.0,1.0,,,0 days 00:00:27.772000,0 days 00:00:28.250000,0 days 00:00:27.666000,0 days 01:07:23.395000,0 days 01:07:51.645000,0 days 01:08:19.311000,314.0,320.0,314.0,,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:06:55.547000,2021-09-11 14:55:46.648,1,2.0,False,,False,True
0 days 01:09:43.123000,VER,33,0 days 00:01:23.888000,16.0,1.0,,,0 days 00:00:27.830000,0 days 00:00:28.327000,0 days 00:00:27.731000,0 days 01:08:47.141000,0 days 01:09:15.468000,0 days 01:09:43.199000,312.0,318.0,314.0,321.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:08:19.235000,2021-09-11 14:57:10.336,1,2.0,False,,False,True
0 days 01:11:06.982000,VER,33,0 days 00:01:23.859000,17.0,1.0,,,0 days 00:00:27.798000,0 days 00:00:28.280000,0 days 00:00:27.781000,0 days 01:10:10.997000,0 days 01:10:39.277000,0 days 01:11:07.058000,316.0,322.0,314.0,324.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:09:43.123000,2021-09-11 14:58:34.224,1,2.0,False,,False,True
0 days 01:12:31.069000,VER,33,0 days 00:01:24.087000,18.0,1.0,,,0 days 00:00:27.770000,0 days 00:00:28.407000,0 days 00:00:27.910000,0 days 01:11:34.828000,0 days 01:12:03.235000,0 days 01:12:31.145000,314.0,319.0,313.0,323.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 01:11:06.982000,2021-09-11 14:59:58.083,1,2.0,False,,False,True
0 days 00:46:31.337000,RIC,3,,1.0,1.0,,,,0 days 00:00:43.971000,0 days 00:00:42.385000,,0 days 00:45:48.952000,0 days 00:46:31.416000,325.0,273.0,255.0,306.0,False,SOFT,2.0,False,McLaren,0 days 00:44:34.562000,2021-09-11 14:33:25.663,124,4.0,False,,False,False
0 days 00:49:04.985000,RIC,3,,2.0,1.0,,,0 days 00:00:49.401000,0 days 00:00:54.307000,0 days 00:00:50.075000,0 days 00:47:20.681000,0 days 00:48:14.957000,0 days 00:49:05.183000,90.0,122.0,236.0,158.0,False,SOFT,3.0,False,McLaren,0 days 00:46:31.337000,2021-09-11 14:35:22.438,4,3.0,False,,False,False
0 days 00:51:34.412000,RIC,3,0 days 00:02:29.427000,3.0,1.0,,,0 days 00:00:47.706000,0 days 00:00:50,0 days 00:00:51.721000,0 days 00:49:52.691000,0 days 00:50:42.691000,0 days 00:51:34.412000,133.0,143.0,321.0,223.0,True,SOFT,4.0,False,McLaren,0 days 00:49:04.985000,2021-09-11 14:37:56.086,41,3.0,False,,False,False
0 days 00:52:59.483000,RIC,3,0 days 00:01:25.071000,4.0,1.0,,,0 days 00:00:27.632000,0 days 00:00:29.388000,0 days 00:00:28.051000,0 days 00:52:02.044000,0 days 00:52:31.432000,0 days 00:52:59.483000,323.0,318.0,319.0,334.0,True,SOFT,5.0,False,McLaren,0 days 00:51:34.412000,2021-09-11 14:40:25.513,1,3.0,False,,False,True
0 days 00:54:24.282000,RIC,3,0 days 00:01:24.799000,5.0,1.0,,,0 days 00:00:27.686000,0 days 00:00:28.963000,0 days 00:00:28.150000,0 days 00:53:27.169000,0 days 00:53:56.132000,0 days 00:54:24.282000,320.0,317.0,317.0,325.0,True,SOFT,6.0,False,McLaren,0 days 00:52:59.483000,2021-09-11 14:41:50.584,1,3.0,False,,False,True
0 days 00:55:48.943000,RIC,3,0 days 00:01:24.661000,6.0,1.0,,,0 days 00:00:27.670000,0 days 00:00:28.901000,0 days 00:00:28.090000,0 days 00:54:51.952000,0 days 00:55:20.853000,0 days 00:55:48.943000,315.0,314.0,316.0,320.0,True,SOFT,7.0,False,McLaren,0 days 00:54:24.282000,2021-09-11 14:43:15.383,1,3.0,False,,False,True
0 days 00:57:13.575000,RIC,3,0 days 00:01:24.632000,7.0,1.0,,,0 days 00:00:27.856000,0 days 00:00:28.699000,0 days 00:00:28.077000,0 days 00:56:16.799000,0 days 00:56:45.498000,0 days 00:57:13.575000,316.0,316.0,314.0,318.0,True,SOFT,8.0,False,McLaren,0 days 00:55:48.943000,2021-09-11 14:44:40.044,1,3.0,False,,False,True
0 days 00:58:38.253000,RIC,3,0 days 00:01:24.678000,8.0,1.0,,,0 days 00:00:27.829000,0 days 00:00:28.818000,0 days 00:00:28.031000,0 days 00:57:41.404000,0 days 00:58:10.222000,0 days 00:58:38.253000,315.0,313.0,313.0,319.0,False,SOFT,9.0,False,McLaren,0 days 00:57:13.575000,2021-09-11 14:46:04.676,1,3.0,False,,False,True
0 days 01:00:02.670000,RIC,3,0 days 00:01:24.417000,9.0,1.0,,,0 days 00:00:27.888000,0 days 00:00:28.643000,0 days 00:00:27.886000,0 days 00:59:06.141000,0 days 00:59:34.784000,0 days 01:00:02.670000,314.0,314.0,314.0,318.0,True,SOFT,10.0,False,McLaren,0 days 00:58:38.253000,2021-09-11 14:47:29.354,1,3.0,False,,False,True
0 days 01:01:27.179000,RIC,3,0 days 00:01:24.509000,10.0,1.0,,,0 days 00:00:27.895000,0 days 00:00:28.629000,0 days 00:00:27.985000,0 days 01:00:30.565000,0 days 01:00:59.194000,0 days 01:01:27.179000,312.0,314.0,313.0,,False,SOFT,11.0,False,McLaren,0 days 01:00:02.670000,2021-09-11 14:48:53.771,1,3.0,False,,False,True
0 days 01:02:51.750000,RIC,3,0 days 00:01:24.571000,11.0,1.0,,,0 days 00:00:27.807000,0 days 00:00:28.680000,0 days 00:00:28.084000,0 days 01:01:54.986000,0 days 01:02:23.666000,0 days 01:02:51.750000,,313.0,313.0,317.0,False,SOFT,12.0,False,McLaren,0 days 01:01:27.179000,2021-09-11 14:50:18.280,1,3.0,False,,False,True
0 days 01:04:16.242000,RIC,3,0 days 00:01:24.492000,12.0,1.0,,,0 days 00:00:27.956000,0 days 00:00:28.578000,0 days 00:00:27.958000,0 days 01:03:19.706000,0 days 01:03:48.284000,0 days 01:04:16.242000,,313.0,314.0,316.0,False,SOFT,13.0,False,McLaren,0 days 01:02:51.750000,2021-09-11 14:51:42.851,1,3.0,False,,False,True
0 days 01:05:41.003000,RIC,3,0 days 00:01:24.761000,13.0,1.0,,,0 days 00:00:27.982000,0 days 00:00:28.700000,0 days 00:00:28.079000,0 days 01:04:44.224000,0 days 01:05:12.924000,0 days 01:05:41.003000,311.0,312.0,314.0,318.0,False,SOFT,14.0,False,McLaren,0 days 01:04:16.242000,2021-09-11 14:53:07.343,1,3.0,False,,False,True
0 days 01:07:05.744000,RIC,3,0 days 00:01:24.741000,14.0,1.0,,,0 days 00:00:27.982000,0 days 00:00:28.720000,0 days 00:00:28.039000,,0 days 01:06:37.705000,0 days 01:07:05.744000,312.0,313.0,314.0,316.0,False,SOFT,15.0,False,McLaren,0 days 01:05:41.003000,2021-09-11 14:54:32.104,1,3.0,False,,False,True
0 days 01:08:30.154000,RIC,3,0 days 00:01:24.410000,15.0,1.0,,,0 days 00:00:27.905000,0 days 00:00:28.604000,0 days 00:00:27.901000,0 days 01:07:33.649000,0 days 01:08:02.253000,0 days 01:08:30.154000,313.0,314.0,314.0,318.0,True,SOFT,16.0,False,McLaren,0 days 01:07:05.744000,2021-09-11 14:55:56.845,1,3.0,False,,False,True
0 days 01:09:54.657000,RIC,3,0 days 00:01:24.503000,16.0,1.0,,,0 days 00:00:27.902000,0 days 00:00:28.623000,0 days 00:00:27.978000,0 days 01:08:58.056000,0 days 01:09:26.679000,0 days 01:09:54.657000,311.0,313.0,313.0,,False,SOFT,17.0,False,McLaren,0 days 01:08:30.154000,2021-09-11 14:57:21.255,1,3.0,False,,False,True
0 days 01:11:18.948000,RIC,3,0 days 00:01:24.291000,17.0,1.0,,,0 days 00:00:27.990000,0 days 00:00:28.506000,0 days 00:00:27.795000,0 days 01:10:22.647000,0 days 01:10:51.153000,0 days 01:11:18.948000,,312.0,313.0,317.0,True,SOFT,18.0,False,McLaren,0 days 01:09:54.657000,2021-09-11 14:58:45.758,1,3.0,False,,False,True
0 days 01:12:43.327000,RIC,3,0 days 00:01:24.379000,18.0,1.0,,,0 days 00:00:27.761000,0 days 00:00:28.621000,0 days 00:00:27.997000,0 days 01:11:46.709000,0 days 01:12:15.330000,0 days 01:12:43.327000,313.0,313.0,312.0,331.0,False,SOFT,19.0,False,McLaren,0 days 01:11:18.948000,2021-09-11 15:00:10.049,1,3.0,False,,False,True
0 days 00:46:33.574000,NOR,4,,1.0,1.0,,,,0 days 00:00:45.999000,0 days 00:00:42.207000,,0 days 00:45:51.378000,0 days 00:46:33.659000,326.0,258.0,235.0,288.0,False,SOFT,4.0,False,McLaren,0 days 00:44:34.562000,2021-09-11 14:33:25.663,124,5.0,False,,False,False
0 days 00:49:06.804000,NOR,4,,2.0,1.0,,,0 days 00:00:50.115000,0 days 00:00:54.163000,0 days 00:00:49.038000,0 days 00:47:23.664000,0 days 00:48:17.826000,0 days 00:49:07.010000,84.0,134.0,242.0,144.0,False,SOFT,5.0,False,McLaren,0 days 00:46:33.574000,2021-09-11 14:35:24.675,4,4.0,False,,False,False
0 days 00:51:34.820000,NOR,4,0 days 00:02:28.016000,3.0,1.0,,,0 days 00:00:46.583000,0 days 00:00:51.451000,0 days 00:00:49.982000,0 days 00:49:53.398000,0 days 00:50:44.849000,0 days 00:51:34.831000,180.0,128.0,325.0,221.0,True,SOFT,6.0,False,McLaren,0 days 00:49:06.804000,2021-09-11 14:37:57.905,41,4.0,False,,False,False
0 days 00:53:00.327000,NOR,4,0 days 00:01:25.507000,4.0,1.0,,,0 days 00:00:27.762000,0 days 00:00:29.694000,0 days 00:00:28.051000,0 days 00:52:02.593000,0 days 00:52:32.287000,0 days 00:53:00.338000,327.0,323.0,321.0,325.0,True,SOFT,7.0,False,McLaren,0 days 00:51:34.820000,2021-09-11 14:40:25.921,1,4.0,False,,False,True
0 days 00:54:25.460000,NOR,4,0 days 00:01:25.133000,5.0,1.0,,,0 days 00:00:27.795000,0 days 00:00:29.348000,0 days 00:00:27.990000,0 days 00:53:28.133000,0 days 00:53:57.481000,0 days 00:54:25.471000,318.0,314.0,319.0,323.0,True,SOFT,8.0,False,McLaren,0 days 00:53:00.327000,2021-09-11 14:41:51.428,1,4.0,False,,False,True
0 days 00:55:50.259000,NOR,4,0 days 00:01:24.799000,6.0,1.0,,,0 days 00:00:27.696000,0 days 00:00:29.239000,0 days 00:00:27.864000,0 days 00:54:53.167000,0 days 00:55:22.406000,0 days 00:55:50.270000,320.0,317.0,319.0,,False,SOFT,9.0,False,McLaren,0 days 00:54:25.460000,2021-09-11 14:43:16.561,1,4.0,True,TRACK LIMITS AT TURN 11,False,True
0 days 00:57:15.117000,NOR,4,0 days 00:01:24.858000,7.0,1.0,,,0 days 00:00:27.841000,0 days 00:00:29.100000,0 days 00:00:27.917000,0 days 00:56:18.111000,0 days 00:56:47.211000,0 days 00:57:15.128000,313.0,316.0,317.0,331.0,False,SOFT,10.0,False,McLaren,0 days 00:55:50.259000,2021-09-11 14:44:41.360,1,4.0,True,TRACK LIMITS AT TURN 11,False,True
0 days 00:58:39.784000,NOR,4,0 days 00:01:24.667000,8.0,1.0,,,0 days 00:00:28.001000,0 days 00:00:28.845000,0 days 00:00:27.821000,0 days 00:57:43.129000,0 days 00:58:11.974000,0 days 00:58:39.795000,315.0,316.0,316.0,319.0,True,SOFT,11.0,False,McLaren,0 days 00:57:15.117000,2021-09-11 14:46:06.218,1,4.0,False,,False,True
0 days 01:00:04.338000,NOR,4,0 days 00:01:24.554000,9.0,1.0,,,0 days 00:00:27.846000,0 days 00:00:28.851000,0 days 00:00:27.857000,0 days 00:59:07.641000,0 days 00:59:36.492000,0 days 01:00:04.349000,318.0,317.0,316.0,,True,SOFT,12.0,False,McLaren,0 days 00:58:39.784000,2021-09-11 14:47:30.885,1,4.0,False,,False,True
0 days 01:01:29.084000,NOR,4,0 days 00:01:24.746000,10.0,1.0,,,0 days 00:00:28.087000,0 days 00:00:28.854000,0 days 00:00:27.805000,0 days 01:00:32.436000,0 days 01:01:01.290000,0 days 01:01:29.095000,310.0,317.0,316.0,318.0,False,SOFT,13.0,False,McLaren,0 days 01:00:04.338000,2021-09-11 14:48:55.439,1,4.0,False,,False,True
0 days 01:02:53.734000,NOR,4,0 days 00:01:24.650000,11.0,1.0,,,0 days 00:00:27.938000,0 days 00:00:28.818000,0 days 00:00:27.894000,0 days 01:01:57.033000,0 days 01:02:25.851000,0 days 01:02:53.745000,,316.0,316.0,322.0,False,SOFT,14.0,False,McLaren,0 days 01:01:29.084000,2021-09-11 14:50:20.185,1,4.0,False,,False,True
0 days 01:04:18.649000,NOR,4,0 days 00:01:24.915000,12.0,1.0,,,0 days 00:00:28.208000,0 days 00:00:28.751000,0 days 00:00:27.956000,0 days 01:03:21.953000,0 days 01:03:50.704000,0 days 01:04:18.660000,306.0,318.0,316.0,321.0,False,SOFT,15.0,False,McLaren,0 days 01:02:53.734000,2021-09-11 14:51:44.835,1,4.0,False,,False,True
0 days 01:05:43.397000,NOR,4,0 days 00:01:24.748000,13.0,1.0,,,0 days 00:00:28.063000,0 days 00:00:28.896000,0 days 00:00:27.789000,0 days 01:04:46.723000,0 days 01:05:15.619000,0 days 01:05:43.408000,308.0,315.0,316.0,322.0,False,SOFT,16.0,False,McLaren,0 days 01:04:18.649000,2021-09-11 14:53:09.750,1,4.0,False,,False,True
0 days 01:07:08.137000,NOR,4,0 days 00:01:24.740000,14.0,1.0,,,0 days 00:00:28.177000,0 days 00:00:28.766000,0 days 00:00:27.797000,0 days 01:06:11.585000,0 days 01:06:40.351000,0 days 01:07:08.148000,310.0,316.0,316.0,317.0,False,SOFT,17.0,False,McLaren,0 days 01:05:43.397000,2021-09-11 14:54:34.498,1,4.0,False,,False,True
0 days 01:08:32.992000,NOR,4,0 days 00:01:24.855000,15.0,1.0,,,0 days 00:00:28.006000,0 days 00:00:28.886000,0 days 00:00:27.963000,0 days 01:07:36.154000,0 days 01:08:05.040000,0 days 01:08:33.003000,309.0,316.0,315.0,320.0,False,SOFT,18.0,False,McLaren,0 days 01:07:08.137000,2021-09-11 14:55:59.238,1,4.0,False,,False,True
0 days 01:09:57.628000,NOR,4,0 days 00:01:24.636000,16.0,1.0,,,0 days 00:00:28.067000,0 days 00:00:28.675000,0 days 00:00:27.894000,0 days 01:09:01.070000,0 days 01:09:29.745000,0 days 01:09:57.639000,311.0,315.0,315.0,319.0,False,SOFT,19.0,False,McLaren,0 days 01:08:32.992000,2021-09-11 14:57:24.093,1,4.0,False,,False,True
