Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:57:14.259000,BOT,77,0 days 00:01:13.089000,18.0,1.0,,,0 days 00:00:18.743000,0 days 00:00:37.428000,0 days 00:00:16.918000,0 days 00:56:19.977000,0 days 00:56:57.405000,0 days 00:57:14.323000,303.0,258.0,302.0,290.0,False,SOFT,21.0,False,Mercedes,0 days 00:56:01.170000,2021-11-13 19:53:40.853,1,1.0,False,,False,True
0 days 00:58:27.219000,BOT,77,0 days 00:01:12.960000,19.0,1.0,,,0 days 00:00:18.697000,0 days 00:00:37.388000,0 days 00:00:16.875000,0 days 00:57:33.020000,0 days 00:58:10.408000,0 days 00:58:27.283000,,259.0,300.0,298.0,False,SOFT,22.0,False,Mercedes,0 days 00:57:14.259000,2021-11-13 19:54:53.942,1,1.0,False,,False,True
0 days 00:59:40.269000,BOT,77,0 days 00:01:13.050000,20.0,1.0,,,0 days 00:00:18.868000,0 days 00:00:37.335000,0 days 00:00:16.847000,0 days 00:58:46.151000,0 days 00:59:23.486000,0 days 00:59:40.333000,,258.0,301.0,292.0,False,SOFT,23.0,False,Mercedes,0 days 00:58:27.219000,2021-11-13 19:56:06.902,1,1.0,False,,False,True
0 days 01:00:53.174000,BOT,77,0 days 00:01:12.905000,21.0,1.0,,,0 days 00:00:18.780000,0 days 00:00:37.180000,0 days 00:00:16.945000,0 days 00:59:59.113000,0 days 01:00:36.293000,0 days 01:00:53.238000,304.0,259.0,301.0,291.0,False,SOFT,24.0,False,Mercedes,0 days 00:59:40.269000,2021-11-13 19:57:19.952,1,1.0,False,,False,True
0 days 01:02:06.307000,BOT,77,0 days 00:01:13.133000,22.0,1.0,,,0 days 00:00:18.783000,0 days 00:00:37.456000,0 days 00:00:16.894000,0 days 01:01:12.021000,0 days 01:01:49.477000,0 days 01:02:06.371000,305.0,259.0,301.0,303.0,False,SOFT,25.0,False,Mercedes,0 days 01:00:53.174000,2021-11-13 19:58:32.857,1,1.0,False,,False,True
0 days 01:03:19.760000,BOT,77,0 days 00:01:13.453000,23.0,1.0,,,0 days 00:00:18.904000,0 days 00:00:37.564000,0 days 00:00:16.985000,0 days 01:02:25.275000,0 days 01:03:02.839000,0 days 01:03:19.824000,,259.0,302.0,292.0,False,SOFT,26.0,False,Mercedes,0 days 01:02:06.307000,2021-11-13 19:59:45.990,1,1.0,False,,False,True
0 days 01:04:33.344000,BOT,77,0 days 00:01:13.584000,24.0,1.0,,,0 days 00:00:18.748000,0 days 00:00:37.755000,0 days 00:00:17.081000,0 days 01:03:38.572000,0 days 01:04:16.327000,0 days 01:04:33.408000,307.0,251.0,304.0,303.0,False,SOFT,27.0,False,Mercedes,0 days 01:03:19.760000,2021-11-13 20:00:59.443,1,1.0,False,,False,True
0 days 00:36:41.490000,VER,33,,1.0,1.0,,,,0 days 00:00:38.277000,0 days 00:00:16.640000,,0 days 00:36:24.940000,0 days 00:36:41.688000,306.0,259.0,309.0,206.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:35:23.625000,2021-11-13 19:33:03.308,1,3.0,False,,False,False
0 days 00:37:55.148000,VER,33,0 days 00:01:13.658000,2.0,1.0,,,0 days 00:00:19.011000,0 days 00:00:37.690000,0 days 00:00:16.957000,0 days 00:37:00.507000,0 days 00:37:38.197000,0 days 00:37:55.154000,312.0,258.0,307.0,295.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:36:41.490000,2021-11-13 19:34:21.173,12,3.0,False,,False,True
0 days 00:39:08.122000,VER,33,0 days 00:01:12.974000,3.0,1.0,,,0 days 00:00:18.731000,0 days 00:00:37.597000,0 days 00:00:16.646000,0 days 00:38:13.885000,0 days 00:38:51.482000,0 days 00:39:08.128000,324.0,253.0,320.0,289.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:37:55.148000,2021-11-13 19:35:34.831,1,2.0,False,,False,True
0 days 00:40:20.515000,VER,33,0 days 00:01:12.393000,4.0,1.0,,,0 days 00:00:18.541000,0 days 00:00:37.002000,0 days 00:00:16.850000,0 days 00:39:26.669000,0 days 00:40:03.671000,0 days 00:40:20.521000,302.0,256.0,300.0,317.0,True,MEDIUM,4.0,True,Red Bull Racing,0 days 00:39:08.122000,2021-11-13 19:36:47.805,1,2.0,False,,False,True
0 days 00:41:32.995000,VER,33,0 days 00:01:12.480000,5.0,1.0,,,0 days 00:00:18.678000,0 days 00:00:36.960000,0 days 00:00:16.842000,0 days 00:40:39.199000,0 days 00:41:16.159000,0 days 00:41:33.001000,306.0,259.0,300.0,290.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:40:20.515000,2021-11-13 19:38:00.198,1,2.0,False,,False,True
0 days 00:42:45.182000,VER,33,0 days 00:01:12.187000,6.0,1.0,,,0 days 00:00:18.594000,0 days 00:00:36.763000,0 days 00:00:16.830000,0 days 00:41:51.595000,0 days 00:42:28.358000,0 days 00:42:45.188000,,258.0,301.0,297.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:41:32.995000,2021-11-13 19:39:12.678,1,2.0,False,,False,True
0 days 00:43:57.637000,VER,33,0 days 00:01:12.455000,7.0,1.0,,,0 days 00:00:18.646000,0 days 00:00:36.932000,0 days 00:00:16.877000,0 days 00:43:03.834000,0 days 00:43:40.766000,0 days 00:43:57.643000,305.0,260.0,302.0,293.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:42:45.182000,2021-11-13 19:40:24.865,1,2.0,False,,False,True
0 days 00:45:09.874000,VER,33,0 days 00:01:12.237000,8.0,1.0,,,0 days 00:00:18.633000,0 days 00:00:36.837000,0 days 00:00:16.767000,0 days 00:44:16.276000,0 days 00:44:53.113000,0 days 00:45:09.880000,,260.0,302.0,296.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 00:43:57.637000,2021-11-13 19:41:37.320,1,2.0,False,,False,True
0 days 00:46:21.988000,VER,33,0 days 00:01:12.114000,9.0,1.0,,,0 days 00:00:18.604000,0 days 00:00:36.753000,0 days 00:00:16.757000,0 days 00:45:28.484000,0 days 00:46:05.237000,0 days 00:46:21.994000,307.0,261.0,304.0,295.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 00:45:09.874000,2021-11-13 19:42:49.557,1,2.0,False,,False,True
0 days 00:47:34.310000,VER,33,0 days 00:01:12.322000,10.0,1.0,,,0 days 00:00:18.653000,0 days 00:00:36.887000,0 days 00:00:16.782000,0 days 00:46:40.647000,0 days 00:47:17.534000,0 days 00:47:34.316000,308.0,260.0,303.0,300.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:46:21.988000,2021-11-13 19:44:01.671,1,2.0,False,,False,True
0 days 00:48:46.445000,VER,33,0 days 00:01:12.135000,11.0,1.0,,,0 days 00:00:18.625000,0 days 00:00:36.778000,0 days 00:00:16.732000,0 days 00:47:52.941000,0 days 00:48:29.719000,0 days 00:48:46.451000,307.0,261.0,304.0,,False,MEDIUM,11.0,True,Red Bull Racing,0 days 00:47:34.310000,2021-11-13 19:45:13.993,1,2.0,False,,False,True
0 days 00:49:59.021000,VER,33,0 days 00:01:12.576000,12.0,1.0,,,0 days 00:00:18.645000,0 days 00:00:37.070000,0 days 00:00:16.861000,0 days 00:49:05.096000,0 days 00:49:42.166000,0 days 00:49:59.027000,310.0,259.0,304.0,,False,MEDIUM,12.0,True,Red Bull Racing,0 days 00:48:46.445000,2021-11-13 19:46:26.128,1,2.0,False,,False,True
0 days 00:51:11.509000,VER,33,0 days 00:01:12.488000,13.0,1.0,,,0 days 00:00:18.659000,0 days 00:00:37.007000,0 days 00:00:16.822000,0 days 00:50:17.686000,0 days 00:50:54.693000,0 days 00:51:11.515000,309.0,256.0,303.0,,False,MEDIUM,13.0,True,Red Bull Racing,0 days 00:49:59.021000,2021-11-13 19:47:38.704,1,2.0,False,,False,True
0 days 00:52:23.679000,VER,33,0 days 00:01:12.170000,14.0,1.0,,,0 days 00:00:18.686000,0 days 00:00:36.889000,0 days 00:00:16.595000,0 days 00:51:30.201000,0 days 00:52:07.090000,0 days 00:52:23.685000,310.0,257.0,319.0,297.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 00:51:11.509000,2021-11-13 19:48:51.192,1,2.0,False,,False,True
0 days 00:53:36.239000,VER,33,0 days 00:01:12.560000,15.0,1.0,,,0 days 00:00:18.502000,0 days 00:00:37.313000,0 days 00:00:16.745000,0 days 00:52:42.187000,0 days 00:53:19.500000,0 days 00:53:36.245000,326.0,261.0,320.0,316.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 00:52:23.679000,2021-11-13 19:50:03.362,1,2.0,False,,False,True
0 days 00:54:49.120000,VER,33,0 days 00:01:12.881000,16.0,1.0,,,0 days 00:00:18.584000,0 days 00:00:37.553000,0 days 00:00:16.744000,0 days 00:53:54.829000,0 days 00:54:32.382000,0 days 00:54:49.126000,325.0,259.0,321.0,317.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 00:53:36.239000,2021-11-13 19:51:15.922,1,2.0,False,,False,True
0 days 00:56:02.343000,VER,33,0 days 00:01:13.223000,17.0,1.0,,,0 days 00:00:18.521000,0 days 00:00:37.570000,0 days 00:00:17.132000,0 days 00:55:07.647000,0 days 00:55:45.217000,0 days 00:56:02.349000,326.0,260.0,305.0,316.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 00:54:49.120000,2021-11-13 19:52:28.803,1,2.0,False,,False,True
0 days 00:57:15.426000,VER,33,0 days 00:01:13.083000,18.0,1.0,,,0 days 00:00:18.685000,0 days 00:00:37.380000,0 days 00:00:17.018000,0 days 00:56:21.034000,0 days 00:56:58.414000,0 days 00:57:15.432000,308.0,258.0,304.0,298.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 00:56:02.343000,2021-11-13 19:53:42.026,1,2.0,False,,False,True
0 days 00:58:28.267000,VER,33,0 days 00:01:12.841000,19.0,1.0,,,0 days 00:00:18.742000,0 days 00:00:37.132000,0 days 00:00:16.967000,0 days 00:57:34.174000,0 days 00:58:11.306000,0 days 00:58:28.273000,311.0,261.0,306.0,300.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 00:57:15.426000,2021-11-13 19:54:55.109,1,2.0,False,,False,True
0 days 00:59:41.403000,VER,33,0 days 00:01:13.136000,20.0,1.0,,,0 days 00:00:18.783000,0 days 00:00:37.346000,0 days 00:00:17.007000,0 days 00:58:47.056000,0 days 00:59:24.402000,0 days 00:59:41.409000,310.0,261.0,306.0,301.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 00:58:28.267000,2021-11-13 19:56:07.950,1,2.0,False,,False,True
0 days 01:00:54.406000,VER,33,0 days 00:01:13.003000,21.0,1.0,,,0 days 00:00:18.761000,0 days 00:00:37.205000,0 days 00:00:17.037000,0 days 01:00:00.170000,0 days 01:00:37.375000,0 days 01:00:54.412000,308.0,256.0,303.0,293.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 00:59:41.403000,2021-11-13 19:57:21.086,1,2.0,False,,False,True
0 days 01:02:07.487000,VER,33,0 days 00:01:13.081000,22.0,1.0,,,0 days 00:00:18.711000,0 days 00:00:37.315000,0 days 00:00:17.055000,0 days 01:01:13.123000,0 days 01:01:50.438000,0 days 01:02:07.493000,310.0,257.0,304.0,302.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:00:54.406000,2021-11-13 19:58:34.089,1,2.0,False,,False,True
0 days 01:03:20.868000,VER,33,0 days 00:01:13.381000,23.0,1.0,,,0 days 00:00:18.621000,0 days 00:00:37.645000,0 days 00:00:17.115000,0 days 01:02:26.114000,0 days 01:03:03.759000,0 days 01:03:20.874000,323.0,257.0,304.0,301.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:02:07.487000,2021-11-13 19:59:47.170,1,2.0,False,,False,True
0 days 01:04:34.514000,VER,33,0 days 00:01:13.646000,24.0,1.0,,,0 days 00:00:18.726000,0 days 00:00:37.863000,0 days 00:00:17.057000,0 days 01:03:39.600000,0 days 01:04:17.463000,0 days 01:04:34.520000,308.0,253.0,306.0,305.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:03:20.868000,2021-11-13 20:01:00.551,1,2.0,False,,False,True
0 days 00:36:41.109000,SAI,55,,1.0,1.0,,,,0 days 00:00:37.671000,0 days 00:00:16.863000,,0 days 00:36:24.365000,0 days 00:36:41.299000,309.0,258.0,302.0,231.0,False,SOFT,4.0,False,Ferrari,0 days 00:35:23.625000,2021-11-13 19:33:03.308,1,2.0,False,,False,False
0 days 00:37:54.706000,SAI,55,0 days 00:01:13.597000,2.0,1.0,,,0 days 00:00:19.023000,0 days 00:00:37.557000,0 days 00:00:17.017000,0 days 00:37:00.197000,0 days 00:37:37.754000,0 days 00:37:54.771000,,256.0,299.0,301.0,True,SOFT,5.0,False,Ferrari,0 days 00:36:41.109000,2021-11-13 19:34:20.792,12,2.0,False,,False,True
0 days 00:39:08.135000,SAI,55,0 days 00:01:13.429000,3.0,1.0,,,0 days 00:00:18.902000,0 days 00:00:37.517000,0 days 00:00:17.010000,0 days 00:38:13.673000,0 days 00:38:51.190000,0 days 00:39:08.200000,307.0,256.0,301.0,302.0,True,SOFT,6.0,False,Ferrari,0 days 00:37:54.706000,2021-11-13 19:35:34.389,1,3.0,False,,False,True
0 days 00:40:22.546000,SAI,55,0 days 00:01:14.411000,4.0,1.0,,,0 days 00:00:19.222000,0 days 00:00:38.209000,0 days 00:00:16.980000,0 days 00:39:27.422000,0 days 00:40:05.631000,0 days 00:40:22.611000,325.0,253.0,304.0,296.0,False,SOFT,7.0,False,Ferrari,0 days 00:39:08.135000,2021-11-13 19:36:47.818,1,3.0,False,,False,True
0 days 00:41:36.040000,SAI,55,0 days 00:01:13.494000,5.0,1.0,,,0 days 00:00:19.207000,0 days 00:00:37.412000,0 days 00:00:16.875000,0 days 00:40:41.818000,0 days 00:41:19.230000,0 days 00:41:36.105000,309.0,259.0,302.0,304.0,False,SOFT,8.0,False,Ferrari,0 days 00:40:22.546000,2021-11-13 19:38:02.229,1,3.0,False,,False,True
0 days 00:42:50.079000,SAI,55,0 days 00:01:14.039000,6.0,1.0,,,0 days 00:00:19.312000,0 days 00:00:37.729000,0 days 00:00:16.998000,0 days 00:41:55.417000,0 days 00:42:33.146000,0 days 00:42:50.144000,304.0,249.0,299.0,300.0,False,SOFT,9.0,False,Ferrari,0 days 00:41:36.040000,2021-11-13 19:39:15.723,1,3.0,False,,False,True
0 days 00:44:03.553000,SAI,55,0 days 00:01:13.474000,7.0,1.0,,,0 days 00:00:18.967000,0 days 00:00:37.537000,0 days 00:00:16.970000,0 days 00:43:09.111000,0 days 00:43:46.648000,0 days 00:44:03.618000,306.0,255.0,301.0,298.0,False,SOFT,10.0,False,Ferrari,0 days 00:42:50.079000,2021-11-13 19:40:29.762,1,3.0,False,,False,True
0 days 00:45:17.114000,SAI,55,0 days 00:01:13.561000,8.0,1.0,,,0 days 00:00:19.146000,0 days 00:00:37.504000,0 days 00:00:16.911000,0 days 00:44:22.764000,0 days 00:45:00.268000,0 days 00:45:17.179000,300.0,251.0,300.0,292.0,False,SOFT,11.0,False,Ferrari,0 days 00:44:03.553000,2021-11-13 19:41:43.236,1,3.0,False,,False,True
0 days 00:46:30.478000,SAI,55,0 days 00:01:13.364000,9.0,1.0,,,0 days 00:00:18.884000,0 days 00:00:37.583000,0 days 00:00:16.897000,0 days 00:45:36.063000,0 days 00:46:13.646000,0 days 00:46:30.543000,305.0,255.0,301.0,302.0,True,SOFT,12.0,False,Ferrari,0 days 00:45:17.114000,2021-11-13 19:42:56.797,1,3.0,False,,False,True
0 days 00:47:43.836000,SAI,55,0 days 00:01:13.358000,10.0,1.0,,,0 days 00:00:18.998000,0 days 00:00:37.476000,0 days 00:00:16.884000,0 days 00:46:49.541000,0 days 00:47:27.017000,0 days 00:47:43.901000,301.0,252.0,300.0,,True,SOFT,13.0,False,Ferrari,0 days 00:46:30.478000,2021-11-13 19:44:10.161,1,3.0,False,,False,True
0 days 00:48:57.035000,SAI,55,0 days 00:01:13.199000,11.0,1.0,,,0 days 00:00:18.788000,0 days 00:00:37.445000,0 days 00:00:16.966000,0 days 00:48:02.689000,0 days 00:48:40.134000,0 days 00:48:57.100000,,251.0,300.0,303.0,True,SOFT,14.0,False,Ferrari,0 days 00:47:43.836000,2021-11-13 19:45:23.519,1,3.0,False,,False,True
0 days 00:50:10.526000,SAI,55,0 days 00:01:13.491000,12.0,1.0,,,0 days 00:00:19.069000,0 days 00:00:37.464000,0 days 00:00:16.958000,0 days 00:49:16.169000,0 days 00:49:53.633000,0 days 00:50:10.591000,303.0,253.0,301.0,293.0,False,SOFT,15.0,False,Ferrari,0 days 00:48:57.035000,2021-11-13 19:46:36.718,1,3.0,False,,False,True
0 days 00:51:23.693000,SAI,55,0 days 00:01:13.167000,13.0,1.0,,,0 days 00:00:18.792000,0 days 00:00:37.373000,0 days 00:00:17.002000,0 days 00:50:29.383000,0 days 00:51:06.756000,0 days 00:51:23.758000,307.0,259.0,299.0,303.0,True,SOFT,16.0,False,Ferrari,0 days 00:50:10.526000,2021-11-13 19:47:50.209,1,3.0,False,,False,True
0 days 00:52:37.021000,SAI,55,0 days 00:01:13.328000,14.0,1.0,,,0 days 00:00:18.844000,0 days 00:00:37.507000,0 days 00:00:16.977000,0 days 00:51:42.602000,0 days 00:52:20.109000,0 days 00:52:37.086000,306.0,258.0,299.0,300.0,False,SOFT,17.0,False,Ferrari,0 days 00:51:23.693000,2021-11-13 19:49:03.376,1,3.0,False,,False,True
0 days 00:53:50.484000,SAI,55,0 days 00:01:13.463000,15.0,1.0,,,0 days 00:00:18.984000,0 days 00:00:37.518000,0 days 00:00:16.961000,0 days 00:52:56.070000,0 days 00:53:33.588000,0 days 00:53:50.549000,303.0,253.0,300.0,301.0,False,SOFT,18.0,False,Ferrari,0 days 00:52:37.021000,2021-11-13 19:50:16.704,1,3.0,False,,False,True
0 days 00:55:04.021000,SAI,55,0 days 00:01:13.537000,16.0,1.0,,,0 days 00:00:18.796000,0 days 00:00:37.582000,0 days 00:00:17.159000,0 days 00:54:09.345000,0 days 00:54:46.927000,0 days 00:55:04.086000,300.0,253.0,300.0,302.0,False,SOFT,19.0,False,Ferrari,0 days 00:53:50.484000,2021-11-13 19:51:30.167,1,3.0,False,,False,True
0 days 00:56:17.423000,SAI,55,0 days 00:01:13.402000,17.0,1.0,,,0 days 00:00:18.862000,0 days 00:00:37.553000,0 days 00:00:16.987000,0 days 00:55:22.948000,0 days 00:56:00.501000,0 days 00:56:17.488000,304.0,253.0,300.0,,False,SOFT,20.0,False,Ferrari,0 days 00:55:04.021000,2021-11-13 19:52:43.704,1,3.0,False,,False,True
0 days 00:57:30.963000,SAI,55,0 days 00:01:13.540000,18.0,1.0,,,0 days 00:00:18.841000,0 days 00:00:37.630000,0 days 00:00:17.069000,0 days 00:56:36.329000,0 days 00:57:13.959000,0 days 00:57:31.028000,306.0,255.0,300.0,298.0,False,SOFT,21.0,False,Ferrari,0 days 00:56:17.423000,2021-11-13 19:53:57.106,1,3.0,False,,False,True
0 days 00:58:44.402000,SAI,55,0 days 00:01:13.439000,19.0,1.0,,,0 days 00:00:18.878000,0 days 00:00:37.489000,0 days 00:00:17.072000,0 days 00:57:49.906000,0 days 00:58:27.395000,0 days 00:58:44.467000,,258.0,301.0,302.0,False,SOFT,22.0,False,Ferrari,0 days 00:57:30.963000,2021-11-13 19:55:10.646,1,3.0,False,,False,True
0 days 00:59:57.870000,SAI,55,0 days 00:01:13.468000,20.0,1.0,,,0 days 00:00:18.986000,0 days 00:00:37.549000,0 days 00:00:16.933000,0 days 00:59:03.453000,0 days 00:59:41.002000,0 days 00:59:57.935000,,255.0,300.0,,False,SOFT,23.0,False,Ferrari,0 days 00:58:44.402000,2021-11-13 19:56:24.085,1,3.0,False,,False,True
0 days 01:01:11.216000,SAI,55,0 days 00:01:13.346000,21.0,1.0,,,0 days 00:00:18.844000,0 days 00:00:37.462000,0 days 00:00:17.040000,0 days 01:00:16.779000,0 days 01:00:54.241000,0 days 01:01:11.281000,302.0,253.0,298.0,301.0,False,SOFT,24.0,False,Ferrari,0 days 00:59:57.870000,2021-11-13 19:57:37.553,1,3.0,False,,False,True
