Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:05:57.060000,TSU,22,0 days 00:01:32.270000,14.0,2.0,,,0 days 00:00:29.059000,0 days 00:00:37.541000,0 days 00:00:25.670000,0 days 01:04:53.849000,0 days 01:05:31.390000,0 days 01:05:57.060000,309.0,263.0,252.0,335.0,True,MEDIUM,14.0,True,AlphaTauri,0 days 01:04:24.790000,2021-07-17 15:54:04.622,1,16.0,False,,False,True
0 days 01:07:29.551000,TSU,22,0 days 00:01:32.491000,15.0,2.0,,,0 days 00:00:29.116000,0 days 00:00:37.740000,0 days 00:00:25.635000,0 days 01:06:26.176000,0 days 01:07:03.916000,0 days 01:07:29.551000,320.0,258.0,252.0,329.0,False,MEDIUM,15.0,True,AlphaTauri,0 days 01:05:57.060000,2021-07-17 15:55:36.892,1,16.0,False,,False,True
0 days 01:09:02.227000,TSU,22,0 days 00:01:32.676000,16.0,2.0,,,0 days 00:00:29.094000,0 days 00:00:37.814000,0 days 00:00:25.768000,0 days 01:07:58.645000,0 days 01:08:36.459000,0 days 01:09:02.227000,322.0,262.0,253.0,334.0,False,MEDIUM,16.0,True,AlphaTauri,0 days 01:07:29.551000,2021-07-17 15:57:09.383,1,16.0,False,,False,True
0 days 01:10:34.532000,TSU,22,0 days 00:01:32.305000,17.0,2.0,,,0 days 00:00:28.890000,0 days 00:00:37.697000,0 days 00:00:25.718000,0 days 01:09:31.117000,0 days 01:10:08.814000,0 days 01:10:34.532000,321.0,260.0,252.0,340.0,False,MEDIUM,17.0,True,AlphaTauri,0 days 01:09:02.227000,2021-07-17 15:58:42.059,1,16.0,False,,False,True
0 days 00:45:45.776000,LAT,6,,1.0,2.0,,,,0 days 00:00:40.834000,0 days 00:00:26.480000,,0 days 00:45:19.377000,0 days 00:45:45.914000,313.0,257.0,246.0,317.0,False,MEDIUM,1.0,True,Williams,0 days 00:44:02.355000,2021-07-17 15:33:42.187,12,16.0,False,,False,False
0 days 00:47:21.021000,LAT,6,0 days 00:01:35.245000,2.0,2.0,,,0 days 00:00:29.861000,0 days 00:00:38.624000,0 days 00:00:26.760000,0 days 00:46:15.649000,0 days 00:46:54.273000,0 days 00:47:21.033000,302.0,258.0,250.0,307.0,True,MEDIUM,2.0,True,Williams,0 days 00:45:45.776000,2021-07-17 15:35:25.608,1,17.0,False,,False,True
0 days 00:48:54.681000,LAT,6,0 days 00:01:33.660000,3.0,2.0,,,0 days 00:00:29.105000,0 days 00:00:38.850000,0 days 00:00:25.705000,0 days 00:47:50.138000,0 days 00:48:28.988000,0 days 00:48:54.693000,325.0,262.0,250.0,316.0,True,MEDIUM,3.0,True,Williams,0 days 00:47:21.021000,2021-07-17 15:37:00.853,1,17.0,False,,False,True
0 days 00:50:27.999000,LAT,6,0 days 00:01:33.318000,4.0,2.0,,,0 days 00:00:29.252000,0 days 00:00:38.275000,0 days 00:00:25.791000,0 days 00:49:23.945000,0 days 00:50:02.220000,0 days 00:50:28.011000,320.0,261.0,249.0,331.0,True,MEDIUM,4.0,True,Williams,0 days 00:48:54.681000,2021-07-17 15:38:34.513,1,17.0,False,,False,True
0 days 00:52:02.736000,LAT,6,0 days 00:01:34.737000,5.0,2.0,,,0 days 00:00:29.244000,0 days 00:00:39.339000,0 days 00:00:26.154000,0 days 00:50:57.255000,0 days 00:51:36.594000,0 days 00:52:02.748000,322.0,255.0,249.0,321.0,False,MEDIUM,5.0,True,Williams,0 days 00:50:27.999000,2021-07-17 15:40:07.831,1,17.0,False,,False,True
0 days 00:53:35.862000,LAT,6,0 days 00:01:33.126000,6.0,2.0,,,0 days 00:00:29.421000,0 days 00:00:37.854000,0 days 00:00:25.851000,0 days 00:52:32.169000,0 days 00:53:10.023000,0 days 00:53:35.874000,299.0,260.0,248.0,309.0,True,MEDIUM,6.0,True,Williams,0 days 00:52:02.736000,2021-07-17 15:41:42.568,1,17.0,False,,False,True
0 days 00:55:08.722000,LAT,6,0 days 00:01:32.860000,7.0,2.0,,,0 days 00:00:29.412000,0 days 00:00:37.713000,0 days 00:00:25.735000,0 days 00:54:05.286000,0 days 00:54:42.999000,0 days 00:55:08.734000,300.0,259.0,249.0,312.0,True,MEDIUM,7.0,True,Williams,0 days 00:53:35.862000,2021-07-17 15:43:15.694,1,17.0,False,,False,True
0 days 00:56:41.551000,LAT,6,0 days 00:01:32.829000,8.0,2.0,,,0 days 00:00:29.233000,0 days 00:00:37.739000,0 days 00:00:25.857000,0 days 00:55:37.967000,0 days 00:56:15.706000,0 days 00:56:41.563000,303.0,257.0,249.0,311.0,True,MEDIUM,8.0,True,Williams,0 days 00:55:08.722000,2021-07-17 15:44:48.554,1,17.0,False,,False,True
0 days 00:58:14.763000,LAT,6,0 days 00:01:33.212000,9.0,2.0,,,0 days 00:00:29.318000,0 days 00:00:37.936000,0 days 00:00:25.958000,0 days 00:57:10.881000,0 days 00:57:48.817000,0 days 00:58:14.775000,302.0,260.0,247.0,312.0,False,MEDIUM,9.0,True,Williams,0 days 00:56:41.551000,2021-07-17 15:46:21.383,1,17.0,True,TRACK LIMITS AT TURN 9,False,True
0 days 00:59:48.082000,LAT,6,0 days 00:01:33.319000,10.0,2.0,,,0 days 00:00:29.377000,0 days 00:00:38,0 days 00:00:25.942000,0 days 00:58:44.152000,0 days 00:59:22.152000,0 days 00:59:48.094000,309.0,260.0,249.0,315.0,False,MEDIUM,10.0,True,Williams,0 days 00:58:14.763000,2021-07-17 15:47:54.595,1,17.0,False,,False,True
0 days 01:01:20.962000,LAT,6,0 days 00:01:32.880000,11.0,2.0,,,0 days 00:00:29.179000,0 days 00:00:37.737000,0 days 00:00:25.964000,0 days 01:00:17.273000,0 days 01:00:55.010000,0 days 01:01:20.974000,303.0,260.0,248.0,312.0,False,MEDIUM,11.0,True,Williams,0 days 00:59:48.082000,2021-07-17 15:49:27.914,1,17.0,False,,False,True
0 days 01:02:53.802000,LAT,6,0 days 00:01:32.840000,12.0,2.0,,,0 days 00:00:29.207000,0 days 00:00:37.646000,0 days 00:00:25.987000,0 days 01:01:50.181000,0 days 01:02:27.827000,0 days 01:02:53.814000,305.0,261.0,250.0,310.0,False,MEDIUM,12.0,True,Williams,0 days 01:01:20.962000,2021-07-17 15:51:00.794,1,17.0,False,,False,True
0 days 01:04:26.233000,LAT,6,0 days 00:01:32.431000,13.0,2.0,,,0 days 00:00:29.208000,0 days 00:00:37.399000,0 days 00:00:25.824000,0 days 01:03:23.022000,0 days 01:04:00.421000,0 days 01:04:26.245000,301.0,261.0,251.0,311.0,True,MEDIUM,13.0,True,Williams,0 days 01:02:53.802000,2021-07-17 15:52:33.634,1,17.0,False,,False,True
0 days 01:05:59.249000,LAT,6,0 days 00:01:33.016000,14.0,2.0,,,0 days 00:00:29.381000,0 days 00:00:37.687000,0 days 00:00:25.948000,0 days 01:04:55.626000,0 days 01:05:33.313000,0 days 01:05:59.261000,303.0,259.0,250.0,310.0,False,MEDIUM,14.0,True,Williams,0 days 01:04:26.233000,2021-07-17 15:54:06.065,1,17.0,False,,False,True
0 days 01:07:31.728000,LAT,6,0 days 00:01:32.479000,15.0,2.0,,,0 days 00:00:29.109000,0 days 00:00:37.707000,0 days 00:00:25.663000,0 days 01:06:28.370000,0 days 01:07:06.077000,0 days 01:07:31.740000,301.0,261.0,251.0,305.0,False,MEDIUM,15.0,True,Williams,0 days 01:05:59.249000,2021-07-17 15:55:39.081,1,17.0,False,,False,True
0 days 01:09:03.984000,LAT,6,0 days 00:01:32.256000,16.0,2.0,,,0 days 00:00:29.129000,0 days 00:00:37.557000,0 days 00:00:25.570000,0 days 01:08:00.869000,0 days 01:08:38.426000,0 days 01:09:03.996000,,261.0,251.0,306.0,True,MEDIUM,16.0,True,Williams,0 days 01:07:31.728000,2021-07-17 15:57:11.560,1,17.0,False,,False,True
0 days 01:10:36.127000,LAT,6,0 days 00:01:32.143000,17.0,2.0,,,0 days 00:00:29.036000,0 days 00:00:37.372000,0 days 00:00:25.735000,0 days 01:09:33.032000,0 days 01:10:10.404000,0 days 01:10:36.139000,308.0,263.0,250.0,319.0,True,MEDIUM,17.0,True,Williams,0 days 01:09:03.984000,2021-07-17 15:58:43.816,1,17.0,False,,False,True
0 days 00:45:47.427000,MSC,47,,1.0,2.0,,,,0 days 00:00:41.031000,0 days 00:00:27.140000,,0 days 00:45:20.369000,0 days 00:45:47.579000,279.0,254.0,245.0,318.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:44:02.355000,2021-07-17 15:33:42.187,12,19.0,False,,False,False
0 days 00:47:22.646000,MSC,47,0 days 00:01:35.219000,2.0,2.0,,,0 days 00:00:29.640000,0 days 00:00:39.498000,0 days 00:00:26.081000,0 days 00:46:17.106000,0 days 00:46:56.604000,0 days 00:47:22.685000,310.0,258.0,248.0,316.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:45:47.427000,2021-07-17 15:35:27.259,1,19.0,False,,False,True
0 days 00:48:56.573000,MSC,47,0 days 00:01:33.927000,3.0,2.0,,,0 days 00:00:29.386000,0 days 00:00:38.567000,0 days 00:00:25.974000,0 days 00:47:52.071000,0 days 00:48:30.638000,0 days 00:48:56.612000,313.0,257.0,246.0,334.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:47:22.646000,2021-07-17 15:37:02.478,1,19.0,False,,False,True
0 days 00:50:30.135000,MSC,47,0 days 00:01:33.562000,4.0,2.0,,,0 days 00:00:29.469000,0 days 00:00:38.345000,0 days 00:00:25.748000,0 days 00:49:26.081000,0 days 00:50:04.426000,0 days 00:50:30.174000,,259.0,246.0,322.0,True,MEDIUM,4.0,True,Haas F1 Team,0 days 00:48:56.573000,2021-07-17 15:38:36.405,1,19.0,False,,False,True
0 days 00:52:04.793000,MSC,47,0 days 00:01:34.658000,5.0,2.0,,,0 days 00:00:29.669000,0 days 00:00:38.806000,0 days 00:00:26.183000,0 days 00:50:59.843000,0 days 00:51:38.649000,0 days 00:52:04.832000,309.0,254.0,245.0,317.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 00:50:30.135000,2021-07-17 15:40:09.967,1,18.0,False,,False,True
0 days 00:53:39.494000,MSC,47,0 days 00:01:34.701000,6.0,2.0,,,0 days 00:00:29.433000,0 days 00:00:38.535000,0 days 00:00:26.733000,0 days 00:52:34.265000,0 days 00:53:12.800000,0 days 00:53:39.533000,307.0,256.0,244.0,312.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 00:52:04.793000,2021-07-17 15:41:44.625,1,19.0,False,,False,True
0 days 00:55:14.241000,MSC,47,0 days 00:01:34.747000,7.0,2.0,,,0 days 00:00:29.623000,0 days 00:00:38.466000,0 days 00:00:26.658000,0 days 00:54:09.156000,0 days 00:54:47.622000,0 days 00:55:14.280000,304.0,257.0,242.0,311.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 00:53:39.494000,2021-07-17 15:43:19.326,1,19.0,False,,False,True
0 days 00:56:49.176000,MSC,47,0 days 00:01:34.935000,8.0,2.0,,,0 days 00:00:29.960000,0 days 00:00:38.956000,0 days 00:00:26.019000,0 days 00:55:44.240000,0 days 00:56:23.196000,0 days 00:56:49.215000,300.0,256.0,244.0,308.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 00:55:14.241000,2021-07-17 15:44:54.073,1,19.0,False,,False,True
0 days 00:58:23.235000,MSC,47,0 days 00:01:34.059000,9.0,2.0,,,0 days 00:00:29.582000,0 days 00:00:38.415000,0 days 00:00:26.062000,0 days 00:57:18.797000,0 days 00:57:57.212000,0 days 00:58:23.274000,302.0,258.0,244.0,310.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 00:56:49.176000,2021-07-17 15:46:29.008,1,19.0,False,,False,True
0 days 00:59:57.285000,MSC,47,0 days 00:01:34.050000,10.0,2.0,,,0 days 00:00:29.629000,0 days 00:00:38.395000,0 days 00:00:26.026000,0 days 00:58:52.903000,0 days 00:59:31.298000,0 days 00:59:57.324000,305.0,256.0,245.0,311.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 00:58:23.235000,2021-07-17 15:48:03.067,1,19.0,False,,False,True
0 days 01:01:30.537000,MSC,47,0 days 00:01:33.252000,11.0,2.0,,,0 days 00:00:29.477000,0 days 00:00:38.129000,0 days 00:00:25.646000,0 days 01:00:26.801000,0 days 01:01:04.930000,0 days 01:01:30.576000,302.0,259.0,245.0,309.0,True,MEDIUM,11.0,True,Haas F1 Team,0 days 00:59:57.285000,2021-07-17 15:49:37.117,1,19.0,False,,False,True
0 days 01:03:04.222000,MSC,47,0 days 00:01:33.685000,12.0,2.0,,,0 days 00:00:29.548000,0 days 00:00:38.348000,0 days 00:00:25.789000,0 days 01:02:00.124000,0 days 01:02:38.472000,0 days 01:03:04.261000,,258.0,243.0,309.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:01:30.537000,2021-07-17 15:51:10.369,1,19.0,False,,False,True
0 days 01:04:37.391000,MSC,47,0 days 00:01:33.169000,13.0,2.0,,,0 days 00:00:29.584000,0 days 00:00:37.742000,0 days 00:00:25.843000,0 days 01:03:33.845000,0 days 01:04:11.587000,0 days 01:04:37.430000,,260.0,244.0,312.0,True,MEDIUM,13.0,True,Haas F1 Team,0 days 01:03:04.222000,2021-07-17 15:52:44.054,1,19.0,False,,False,True
0 days 01:06:10.664000,MSC,47,0 days 00:01:33.273000,14.0,2.0,,,0 days 00:00:29.531000,0 days 00:00:37.955000,0 days 00:00:25.787000,0 days 01:05:06.961000,0 days 01:05:44.916000,0 days 01:06:10.703000,304.0,257.0,247.0,310.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:04:37.391000,2021-07-17 15:54:17.223,1,19.0,False,,False,True
0 days 01:07:43.231000,MSC,47,0 days 00:01:32.567000,15.0,2.0,,,0 days 00:00:29.223000,0 days 00:00:37.730000,0 days 00:00:25.614000,0 days 01:06:39.926000,0 days 01:07:17.656000,0 days 01:07:43.270000,303.0,260.0,245.0,309.0,True,MEDIUM,15.0,True,Haas F1 Team,0 days 01:06:10.664000,2021-07-17 15:55:50.496,1,19.0,False,,False,True
0 days 01:09:16.347000,MSC,47,0 days 00:01:33.116000,16.0,2.0,,,0 days 00:00:29.422000,0 days 00:00:37.803000,0 days 00:00:25.891000,0 days 01:08:12.692000,0 days 01:08:50.495000,0 days 01:09:16.386000,304.0,259.0,243.0,308.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:07:43.231000,2021-07-17 15:57:23.063,1,19.0,False,,False,True
0 days 01:10:49.178000,MSC,47,0 days 00:01:32.831000,17.0,2.0,,,0 days 00:00:29.282000,0 days 00:00:37.779000,0 days 00:00:25.770000,0 days 01:09:45.668000,0 days 01:10:23.447000,0 days 01:10:49.217000,303.0,259.0,245.0,309.0,False,MEDIUM,17.0,True,Haas F1 Team,0 days 01:09:16.347000,2021-07-17 15:58:56.179,1,18.0,False,,False,True
0 days 00:45:54.399000,MAZ,9,,1.0,1.0,,,,0 days 00:00:40.091000,0 days 00:00:26.126000,,0 days 00:45:28.335000,0 days 00:45:54.571000,300.0,253.0,244.0,307.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:44:02.355000,2021-07-17 15:33:42.187,12,20.0,False,,False,False
0 days 00:47:28.323000,MAZ,9,0 days 00:01:33.924000,2.0,1.0,,,0 days 00:00:29.577000,0 days 00:00:38.405000,0 days 00:00:25.942000,0 days 00:46:24.014000,0 days 00:47:02.419000,0 days 00:47:28.361000,298.0,254.0,245.0,309.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:45:54.399000,2021-07-17 15:35:34.231,1,20.0,False,,False,True
0 days 00:49:01.785000,MAZ,9,0 days 00:01:33.462000,3.0,1.0,,,0 days 00:00:29.453000,0 days 00:00:38.239000,0 days 00:00:25.770000,0 days 00:47:57.814000,0 days 00:48:36.053000,0 days 00:49:01.823000,302.0,255.0,246.0,311.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 00:47:28.323000,2021-07-17 15:37:08.155,1,20.0,False,,False,True
0 days 00:50:35.372000,MAZ,9,0 days 00:01:33.587000,4.0,1.0,,,0 days 00:00:29.399000,0 days 00:00:38.291000,0 days 00:00:25.897000,0 days 00:49:31.222000,0 days 00:50:09.513000,0 days 00:50:35.410000,303.0,256.0,245.0,313.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 00:49:01.785000,2021-07-17 15:38:41.617,1,20.0,False,,False,True
0 days 00:52:09.493000,MAZ,9,0 days 00:01:34.121000,5.0,1.0,,,0 days 00:00:29.427000,0 days 00:00:38.581000,0 days 00:00:26.113000,0 days 00:51:04.837000,0 days 00:51:43.418000,0 days 00:52:09.531000,,256.0,246.0,312.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 00:50:35.372000,2021-07-17 15:40:15.204,1,20.0,False,,False,True
0 days 00:53:43.372000,MAZ,9,0 days 00:01:33.879000,6.0,1.0,,,0 days 00:00:29.544000,0 days 00:00:38.286000,0 days 00:00:26.049000,0 days 00:52:39.075000,0 days 00:53:17.361000,0 days 00:53:43.410000,300.0,255.0,243.0,311.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 00:52:09.493000,2021-07-17 15:41:49.325,1,20.0,False,,False,True
0 days 00:55:17.792000,MAZ,9,0 days 00:01:34.420000,7.0,1.0,,,0 days 00:00:29.716000,0 days 00:00:38.678000,0 days 00:00:26.026000,0 days 00:54:13.126000,0 days 00:54:51.804000,0 days 00:55:17.830000,296.0,255.0,245.0,306.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 00:53:43.372000,2021-07-17 15:43:23.204,1,20.0,False,,False,True
0 days 00:56:52.041000,MAZ,9,0 days 00:01:34.249000,8.0,1.0,,,0 days 00:00:29.615000,0 days 00:00:38.615000,0 days 00:00:26.019000,0 days 00:55:47.445000,0 days 00:56:26.060000,0 days 00:56:52.079000,298.0,253.0,244.0,307.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 00:55:17.792000,2021-07-17 15:44:57.624,1,20.0,False,,False,True
0 days 00:58:26.075000,MAZ,9,0 days 00:01:34.034000,9.0,1.0,,,0 days 00:00:29.640000,0 days 00:00:38.339000,0 days 00:00:26.055000,0 days 00:57:21.719000,0 days 00:58:00.058000,0 days 00:58:26.113000,299.0,256.0,243.0,307.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 00:56:52.041000,2021-07-17 15:46:31.873,1,20.0,False,,False,True
0 days 00:59:59.895000,MAZ,9,0 days 00:01:33.820000,10.0,1.0,,,0 days 00:00:29.486000,0 days 00:00:38.343000,0 days 00:00:25.991000,0 days 00:58:55.599000,0 days 00:59:33.942000,0 days 00:59:59.933000,303.0,255.0,243.0,310.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 00:58:26.075000,2021-07-17 15:48:05.907,1,20.0,False,,False,True
0 days 01:01:34.106000,MAZ,9,0 days 00:01:34.211000,11.0,1.0,,,0 days 00:00:29.619000,0 days 00:00:38.224000,0 days 00:00:26.368000,0 days 01:00:29.552000,0 days 01:01:07.776000,0 days 01:01:34.144000,300.0,253.0,242.0,307.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 00:59:59.895000,2021-07-17 15:49:39.727,1,20.0,False,,False,True
0 days 01:03:08.099000,MAZ,9,0 days 00:01:33.993000,12.0,1.0,,,0 days 00:00:29.634000,0 days 00:00:38.284000,0 days 00:00:26.075000,0 days 01:02:03.778000,0 days 01:02:42.062000,0 days 01:03:08.137000,301.0,255.0,244.0,307.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:01:34.106000,2021-07-17 15:51:13.938,1,20.0,False,,False,True
0 days 01:04:42.130000,MAZ,9,0 days 00:01:34.031000,13.0,1.0,,,0 days 00:00:29.766000,0 days 00:00:38.246000,0 days 00:00:26.019000,0 days 01:03:37.903000,0 days 01:04:16.149000,0 days 01:04:42.168000,300.0,255.0,243.0,309.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:03:08.099000,2021-07-17 15:52:47.931,1,20.0,False,,False,True
0 days 01:06:16.204000,MAZ,9,0 days 00:01:34.074000,14.0,1.0,,,0 days 00:00:29.728000,0 days 00:00:38.260000,0 days 00:00:26.086000,0 days 01:05:11.896000,0 days 01:05:50.156000,0 days 01:06:16.242000,301.0,256.0,244.0,307.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:04:42.130000,2021-07-17 15:54:21.962,1,20.0,False,,False,True
0 days 01:07:50.412000,MAZ,9,0 days 00:01:34.208000,15.0,1.0,,,0 days 00:00:29.676000,0 days 00:00:38.510000,0 days 00:00:26.022000,0 days 01:06:45.918000,0 days 01:07:24.428000,0 days 01:07:50.450000,299.0,256.0,245.0,307.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 01:06:16.204000,2021-07-17 15:55:56.036,1,20.0,False,,False,True
0 days 01:09:24.722000,MAZ,9,0 days 00:01:34.310000,16.0,1.0,,,0 days 00:00:29.613000,0 days 00:00:38.544000,0 days 00:00:26.153000,0 days 01:08:20.063000,0 days 01:08:58.607000,0 days 01:09:24.760000,301.0,254.0,243.0,305.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:07:50.412000,2021-07-17 15:57:30.244,1,20.0,False,,False,True
0 days 01:10:58.613000,MAZ,9,0 days 00:01:33.891000,17.0,1.0,,,0 days 00:00:29.635000,0 days 00:00:38.233000,0 days 00:00:26.023000,0 days 01:09:54.395000,0 days 01:10:32.628000,0 days 01:10:58.651000,299.0,258.0,240.0,307.0,False,MEDIUM,17.0,True,Haas F1 Team,0 days 01:09:24.722000,2021-07-17 15:59:04.554,1,19.0,False,,False,True
0 days 00:45:40.771000,PER,11,,1.0,2.0,,,,0 days 00:00:38.981000,0 days 00:00:25.809000,,0 days 00:45:14.971000,0 days 00:45:41.471000,290.0,258.0,249.0,303.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:44:02.355000,2021-07-17 15:33:42.187,12,7.0,False,,False,False
0 days 00:47:14.124000,PER,11,0 days 00:01:33.353000,2.0,2.0,,,0 days 00:00:29.257000,0 days 00:00:38.066000,0 days 00:00:26.030000,0 days 00:46:10.037000,0 days 00:46:48.103000,0 days 00:47:14.133000,300.0,262.0,250.0,312.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:45:40.771000,2021-07-17 15:35:20.603,1,7.0,False,,False,True
0 days 00:48:46.626000,PER,11,0 days 00:01:32.502000,3.0,2.0,,,0 days 00:00:28.967000,0 days 00:00:37.849000,0 days 00:00:25.686000,0 days 00:47:43.100000,0 days 00:48:20.949000,0 days 00:48:46.635000,316.0,264.0,249.0,320.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:47:14.124000,2021-07-17 15:36:53.956,1,7.0,False,,False,True
0 days 00:50:19.138000,PER,11,0 days 00:01:32.512000,4.0,2.0,,,0 days 00:00:28.744000,0 days 00:00:38.110000,0 days 00:00:25.658000,0 days 00:49:15.379000,0 days 00:49:53.489000,0 days 00:50:19.147000,,266.0,249.0,318.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:48:46.626000,2021-07-17 15:38:26.458,1,7.0,False,,False,True
0 days 00:52:06.675000,PER,11,0 days 00:01:47.519000,5.0,2.0,,,0 days 00:00:29.120000,,,0 days 00:50:48.313000,,,317.0,,246.0,275.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:50:19.138000,2021-07-17 15:39:58.970,1,19.0,False,,False,False
0 days 00:53:38.140000,PER,11,0 days 00:01:31.465000,6.0,2.0,,,0 days 00:00:29.028000,0 days 00:00:37.377000,0 days 00:00:25.060000,0 days 00:52:35.712000,0 days 00:53:13.089000,0 days 00:53:38.149000,296.0,266.0,248.0,321.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:52:06.675000,2021-07-17 15:41:46.507,1,18.0,False,,False,True
0 days 00:55:10.118000,PER,11,0 days 00:01:31.978000,7.0,2.0,,,0 days 00:00:28.799000,0 days 00:00:37.552000,0 days 00:00:25.627000,0 days 00:54:06.948000,0 days 00:54:44.500000,0 days 00:55:10.127000,298.0,261.0,248.0,303.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:53:38.140000,2021-07-17 15:43:17.972,1,18.0,False,,False,True
0 days 00:56:42.346000,PER,11,0 days 00:01:32.228000,8.0,2.0,,,0 days 00:00:29.029000,0 days 00:00:37.414000,0 days 00:00:25.785000,0 days 00:55:39.156000,0 days 00:56:16.570000,0 days 00:56:42.355000,300.0,262.0,247.0,308.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 00:55:10.118000,2021-07-17 15:44:49.950,1,18.0,False,,False,True
0 days 00:58:15.553000,PER,11,0 days 00:01:33.207000,9.0,2.0,,,0 days 00:00:29.136000,0 days 00:00:37.979000,0 days 00:00:26.092000,0 days 00:57:11.491000,0 days 00:57:49.470000,0 days 00:58:15.562000,312.0,263.0,246.0,326.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 00:56:42.346000,2021-07-17 15:46:22.178,1,18.0,False,,False,True
0 days 00:59:49.023000,PER,11,0 days 00:01:33.470000,10.0,2.0,,,0 days 00:00:29.114000,0 days 00:00:38.419000,0 days 00:00:25.937000,0 days 00:58:44.676000,0 days 00:59:23.095000,0 days 00:59:49.032000,321.0,260.0,247.0,312.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:58:15.553000,2021-07-17 15:47:55.385,1,18.0,False,,False,True
0 days 01:01:21.751000,PER,11,0 days 00:01:32.728000,11.0,2.0,,,0 days 00:00:28.902000,0 days 00:00:37.763000,0 days 00:00:26.063000,0 days 01:00:17.934000,0 days 01:00:55.697000,0 days 01:01:21.760000,313.0,263.0,247.0,327.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 00:59:49.023000,2021-07-17 15:49:28.855,1,18.0,False,,False,True
0 days 01:02:54.459000,PER,11,0 days 00:01:32.708000,12.0,2.0,,,0 days 00:00:29.192000,0 days 00:00:37.627000,0 days 00:00:25.889000,0 days 01:01:50.952000,0 days 01:02:28.579000,0 days 01:02:54.468000,312.0,264.0,250.0,327.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:01:21.751000,2021-07-17 15:51:01.583,1,18.0,False,,False,True
0 days 01:04:27,PER,11,0 days 00:01:32.541000,13.0,2.0,,,0 days 00:00:29.092000,0 days 00:00:37.622000,0 days 00:00:25.827000,0 days 01:03:23.560000,0 days 01:04:01.182000,0 days 01:04:27.009000,316.0,263.0,248.0,325.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:02:54.459000,2021-07-17 15:52:34.291,1,18.0,False,,False,True
0 days 01:06:00.017000,PER,11,0 days 00:01:33.017000,14.0,2.0,,,0 days 00:00:28.980000,0 days 00:00:38.006000,0 days 00:00:26.031000,0 days 01:04:55.989000,0 days 01:05:33.995000,0 days 01:06:00.026000,325.0,262.0,249.0,326.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:04:27,2021-07-17 15:54:06.832,1,18.0,False,,False,True
0 days 01:07:32.697000,PER,11,0 days 00:01:32.680000,15.0,2.0,,,0 days 00:00:28.979000,0 days 00:00:37.698000,0 days 00:00:26.003000,0 days 01:06:29.005000,0 days 01:07:06.703000,0 days 01:07:32.706000,314.0,264.0,248.0,324.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:06:00.017000,2021-07-17 15:55:39.849,1,18.0,False,,False,True
